file_source,final_score,p1_green1,p1_green2,p1_green3,p1_green4,p1_green5,p1_yellow1,p1_yellow2,p1_yellow3,p1_yellow4,p1_yellow5,p1_white1,p1_white2,p1_white3,p1_white4,p1_white5,p1_blue1,p1_blue2,p1_blue3,p1_blue4,p1_blue5,p1_red1,p1_red2,p1_red3,p1_red4,p1_red5,p2_green1,p2_green2,p2_green3,p2_green4,p2_green5,p2_yellow1,p2_yellow2,p2_yellow3,p2_yellow4,p2_yellow5,p2_white1,p2_white2,p2_white3,p2_white4,p2_white5,p2_blue1,p2_blue2,p2_blue3,p2_blue4,p2_blue5,p2_red1,p2_red2,p2_red3,p2_red4,p2_red5,1_count,2_count,3_count,4_count,5_count,green_count,yellow_count,white_count,blue_count,red_count,p1_hand_sum,p1_avg_value,p2_hand_sum,p2_avg_value,p1_unique_cards,p2_unique_cards,avg_max_possible_progress
gamefbe1eb53d544bd19.log,17,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,4,2,2,1,1,2,1,3,2,2,13,2.6,10,2.0,4,5,1.2
gamec140c122ed929235.log,8,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,4,1,0,4,2,2,2,0,12,2.4,11,2.2,4,5,1.0
game6093a612f344428c.log,5,0,0,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,1,3,2,1,2,4,3,0,1,14,2.8,13,2.6,4,5,0.8
game134f8214ecef74cd.log,1,0,0,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,4,4,1,3,3,2,1,1,18,3.6,16,3.2,4,4,0.2
game9ec4137c69625c41.log,16,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,2,2,3,3,0,3,0,2,2,3,15,3.0,12,2.4,4,5,0.6
gamef58f0c0914fffae7.log,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,4,1,2,1,4,1,0,2,3,11,2.2,15,3.0,5,5,0.6
game7b26a897aef83d5f.log,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,3,1,2,1,3,0,2,1,4,10,2.0,15,3.0,5,5,1.4
game1c383a84711fffec.log,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,4,2,3,0,2,0,1,3,4,13,2.6,14,2.8,5,5,0.6
game743af433af829ae2.log,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,3,2,2,1,2,2,1,2,3,11,2.2,16,3.2,4,5,0.4
gamef9a2464bd0d9aa1c.log,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,4,2,1,2,1,1,1,1,4,3,12,2.4,12,2.4,4,5,0.8
game228415f0e196fa31.log,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,1,4,2,1,1,2,1,0,2,3,4,15,3.0,10,2.0,5,4,1.0
game28eec5982cbd4330.log,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,3,1,2,1,3,1,1,2,3,15,3.0,10,2.0,5,4,0.8
game1e1e23dc37ec4748.log,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,3,1,1,2,4,0,1,3,2,14,2.8,12,2.4,5,5,0.6
game1eba4346b3e8ab26.log,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,2,3,1,2,1,2,1,4,15,3.0,14,2.8,5,5,1.0
game1db35e80ac0a60d9.log,10,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,3,2,1,4,0,1,1,3,3,2,13,2.6,13,2.6,5,5,0.8
game48588b9849d1c4a2.log,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,3,1,3,2,4,0,1,3,2,16,3.2,16,3.2,4,5,0.6
game6ed633d537d4a780.log,16,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,4,0,3,1,1,3,2,3,1,15,3.0,12,2.4,4,5,0.6
game6ea0457c31d6bcfe.log,19,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,3,1,2,0,3,1,1,3,2,12,2.4,9,1.8,5,5,1.6
game90ef1539754e6d11.log,7,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,2,2,1,2,2,2,3,1,12,2.4,15,3.0,5,5,0.8
gamec38eeeabcbff37fa.log,11,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,4,1,1,1,3,1,0,3,5,1,11,2.2,17,3.4,4,5,0.4
game657fb88950eb3e13.log,17,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,2,2,2,2,2,3,1,2,15,3.0,14,2.8,5,5,0.6
game39d7dcc040a7e826.log,16,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,3,3,1,1,2,1,1,1,5,15,3.0,11,2.2,5,5,0.6
gamebcffaf6935ac40e1.log,23,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,2,4,2,1,1,1,1,3,1,4,12,2.4,13,2.6,4,5,0.4
gamee69360d8febd63eb.log,8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,3,4,1,1,1,1,2,2,3,2,13,2.6,10,2.0,5,5,1.2
game85e0c2ec7c68c4e4.log,7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,4,1,2,2,1,1,1,2,3,3,15,3.0,10,2.0,5,5,0.6
gamef4c7084c48457ec1.log,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,3,1,1,2,2,3,2,1,13,2.6,12,2.4,5,5,0.6
game02187dc3b658fc27.log,17,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,2,3,3,1,2,1,2,3,2,15,3.0,16,3.2,5,5,0.2
game71f2572cf71c4cd4.log,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,2,3,3,1,2,1,2,3,2,15,3.0,16,3.2,5,5,0.2
game0c7675f7ce5e1778.log,19,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3,3,2,1,2,1,3,4,0,14,2.8,15,3.0,5,5,0.2
gameb166f60d5b458923.log,11,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0,0,2,2,3,1,2,9,1.8,9,1.8,5,5,1.6
game687ef6549127b600.log,14,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,4,0,2,1,5,2,0,14,2.8,12,2.4,5,4,1.0
gamedb97ba72c77b9f62.log,12,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,2,2,1,2,2,4,2,0,13,2.6,13,2.6,4,5,0.8
gameea59b793b6696e05.log,17,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,4,4,1,1,0,3,0,1,2,4,8,1.6,11,2.2,4,5,1.4
game3c5bfafda8a50bd8.log,18,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0,2,3,1,3,1,2,14,2.8,13,2.6,5,5,0.8
game397c2519f62ec364.log,7,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,3,2,0,3,0,2,1,4,11,2.2,13,2.6,5,5,1.0
gamee8bd37193ca193aa.log,17,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,3,2,0,3,1,3,3,0,13,2.6,13,2.6,5,5,0.6
gamee8b2214fae3d8c14.log,20,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,3,4,0,2,1,2,0,4,2,2,9,1.8,15,3.0,4,5,0.6
game6095a0f02c6368bc.log,6,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,2,4,1,2,1,1,1,5,0,3,14,2.8,12,2.4,4,5,0.6
game1f557cad88eab2aa.log,11,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,0,2,5,0,2,0,3,12,2.4,12,2.4,4,4,1.0
game41745eb170a02f33.log,20,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,3,2,1,4,0,2,1,2,2,3,10,2.0,16,3.2,5,5,0.8
gamed16fd04c7117adcc.log,18,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,3,3,1,2,1,1,2,1,2,4,10,2.0,15,3.0,5,5,0.8
game6202001aa48424bf.log,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,3,3,1,3,0,2,0,2,2,4,8,1.6,16,3.2,4,4,0.8
game706a7a8123a38ceb.log,17,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,5,2,1,1,1,2,0,1,2,5,6,1.2,15,3.0,4,5,1.4
gamea469eabf7c309df3.log,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2,3,2,1,2,2,1,3,2,2,16,3.2,12,2.4,5,5,0.6
gamef9701de15e69e704.log,16,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2,3,2,1,2,2,1,3,2,2,16,3.2,12,2.4,5,5,0.6
gamed09751f74f809825.log,8,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,4,1,2,3,0,2,0,4,3,1,8,1.6,16,3.2,5,4,0.6
game4cc0a16458a34fd2.log,18,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4,1,2,3,0,3,1,3,2,1,11,2.2,13,2.6,4,5,0.8
gamed0ed0ee8050ee244.log,15,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,3,1,1,1,2,2,3,3,0,9,1.8,13,2.6,4,5,1.2
gameaa68e3a3d86248ca.log,8,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,2,3,2,1,1,4,1,1,3,13,2.6,15,3.0,5,4,0.4
game8dd3c0d974c4dc80.log,18,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,1,1,3,1,3,2,1,15,3.0,9,1.8,5,3,0.6
gameb81e35937f4e9e3f.log,15,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,4,1,2,1,3,2,1,3,1,12,2.4,14,2.8,5,5,0.8
game5b3a2a8641c12bd3.log,17,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,4,0,2,1,2,3,2,2,1,16,3.2,8,1.6,5,5,1.0
game1a295e9e0ba72d6d.log,3,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,2,2,1,2,4,1,2,1,15,3.0,12,2.4,5,5,0.6
game9ed7af1eddb719e7.log,7,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,2,5,0,1,2,1,2,4,2,1,13,2.6,13,2.6,5,5,0.8
game64b325f52e4b144f.log,13,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,2,3,1,2,4,2,1,1,16,3.2,13,2.6,5,4,0.2
gamea7c8cd6d2cfce85d.log,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,2,3,1,2,4,2,1,1,16,3.2,13,2.6,5,4,0.2
gamee31e8ca9f849561a.log,18,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,2,3,1,2,4,2,1,1,16,3.2,13,2.6,5,4,0.2
game3c4330c32f31f3d1.log,18,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,3,2,2,2,2,1,4,2,1,14,2.8,17,3.4,5,5,0.4
game3a674c5af8f00220.log,8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,2,1,4,1,2,3,1,1,3,19,3.8,11,2.2,4,5,0.6
game30f79f4ae3535aee.log,11,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,4,2,3,0,2,2,2,3,1,15,3.0,12,2.4,5,5,0.2
gamea8ceeb644ed47b8f.log,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,0,3,3,0,3,1,1,1,1,4,3,10,2.0,16,3.2,4,4,0.2
gameb56e81fa743317f5.log,13,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,1,3,0,3,2,1,4,0,14,2.8,13,2.6,4,5,0.0
game06866381adb65440.log,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,3,4,2,0,2,2,1,2,3,14,2.8,13,2.6,5,5,0.2
game278c38e6c56edf51.log,19,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,2,1,2,1,2,2,2,2,2,14,2.8,10,2.0,5,4,0.8
game39a75ab8b33b74b0.log,7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,2,2,0,3,3,2,1,3,3,1,17,3.4,16,3.2,5,4,0.2
game6166a5837d1156cc.log,19,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,3,1,5,1,3,0,1,16,3.2,10,2.0,5,3,0.6
game68842a0f5dfef30a.log,6,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,3,1,5,1,3,0,1,16,3.2,10,2.0,5,3,0.6
game930466ed5543a1e4.log,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,3,2,4,0,2,1,2,3,2,16,3.2,13,2.6,5,5,0.2
game9cebc2bd1cbc4fb4.log,7,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,3,0,4,1,3,1,3,2,1,16,3.2,13,2.6,4,5,0.6
game9cdc94b235179297.log,16,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,3,3,1,1,3,2,1,1,3,12,2.4,14,2.8,5,5,1.2
gameab35ec640956cd82.log,4,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,3,3,1,1,3,2,1,1,3,12,2.4,14,2.8,5,5,1.2
gamee1b4ae2c12965960.log,13,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,1,2,4,3,1,4,1,1,17,3.4,19,3.8,5,5,0.4
game4d25e26cbb61fe21.log,9,0,1,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,3,1,3,1,2,3,4,0,1,13,2.6,15,3.0,4,5,0.6
gamebadfac5b18a6920f.log,19,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,3,1,2,3,1,1,3,1,4,1,16,3.2,12,2.4,5,5,0.6
game115e16a1b9251027.log,18,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5,2,0,2,1,3,2,1,2,2,9,1.8,13,2.6,5,5,1.2
gamed407cb1a957d5936.log,19,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2,3,1,2,2,1,3,3,1,2,16,3.2,13,2.6,5,5,0.6
game10caa9592c9056e1.log,7,0,1,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,2,3,3,0,1,2,5,2,0,13,2.6,14,2.8,4,5,0.2
gamef7e9d0ba68f57f5f.log,18,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,3,3,1,2,1,2,3,0,2,3,17,3.4,8,1.6,5,5,0.8
gamedc998f3976374b04.log,16,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,4,2,1,2,3,2,1,2,2,18,3.6,11,2.2,5,5,0.6
game88246f21c64ef020.log,11,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,2,4,2,1,3,1,2,1,3,15,3.0,15,3.0,4,5,0.4
game5585925bc632988a.log,17,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,3,2,3,1,2,3,0,2,3,14,2.8,16,3.2,5,5,0.4
gamebbf3b53431591466.log,18,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,3,2,3,1,2,3,0,2,3,14,2.8,16,3.2,5,5,0.4
game58e1605e456e1792.log,9,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,3,2,4,1,0,2,1,2,1,4,13,2.6,10,2.0,5,5,0.6
game1e1a8efab9146cbe.log,7,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,2,1,1,3,1,3,3,0,13,2.6,11,2.2,5,5,1.4
game86f8702bf14dc7bd.log,21,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,2,1,1,3,1,3,3,0,13,2.6,11,2.2,5,5,1.4
gameec21e718237b92de.log,17,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,2,1,1,3,1,3,3,0,13,2.6,11,2.2,5,5,1.4
